"ID","Outcome"
"169_554",0.468661397695541
"170_554",0.517585873603821
"172_554",0.452256351709366
"173_554",0.498688578605652
"174_554",0.632791996002197
"176_554",0.74376505613327
"177_554",0.599506735801697
"178_554",0.376125752925873
"179_554",0.566249668598175
"180_554",0.488444149494171
"182_554",0.515258610248566
"183_554",0.454132318496704
"184_554",0.503044605255127
"186_554",0.522861301898956
"187_554",0.601854979991913
"188_554",0.557039260864258
"189_554",0.508374810218811
"190_554",0.457462042570114
"191_554",0.425050765275955
"192_554",0.491511434316635
"193_554",0.465843915939331
"194_554",0.492526322603226
"195_554",0.381953567266464
"196_554",0.466689020395279
"197_554",0.451558649539948
"198_554",0.451249539852142
"200_554",0.408752173185349
"201_554",0.506710827350616
"203_554",0.531707763671875
"205_554",0.541909515857697
"206_554",0.442191630601883
"207_554",0.563038110733032
"208_554",0.50264585018158
"209_554",0.48012512922287
"210_554",0.552871525287628
"211_554",0.418112456798553
"212_554",0.336570084095001
"214_554",0.479023069143295
"215_554",0.430914342403412
"216_554",0.478694945573807
"217_554",0.515915334224701
"218_554",0.433936268091202
"219_554",0.47364729642868
"220_554",0.50124180316925
"221_554",0.532237768173218
"222_554",0.516397297382355
"223_554",0.4314124584198
"224_554",0.498006582260132
"225_554",0.411982864141464
"226_554",0.572253048419952
"227_554",0.800975739955902
"229_554",0.294386178255081
"230_554",0.450724869966507
"231_554",0.488678604364395
"233_554",0.492167949676514
"235_554",0.493890762329102
"236_554",0.501671254634857
"237_554",0.518290936946869
"238_554",0.499232172966003
"239_554",0.52277147769928
"240_554",0.590765118598938
"241_554",0.496734976768494
"242_554",0.384030550718307
"243_554",0.507072985172272
"244_554",0.43422856926918
"245_554",0.254617124795914
"246_554",0.481063365936279
"247_554",0.465123951435089
"248_554",0.449981480836868
"250_554",0.530200481414795
"251_554",0.361112624406815
"252_554",0.562213361263275
"253_554",0.533886432647705
"255_554",0.478734374046326
"256_554",0.358680486679077
"258_554",0.448697596788406
"259_554",0.532795906066895
"260_554",0.627462148666382
"261_554",0.541497647762299
"262_554",0.486685901880264
"263_554",0.475929141044617
"264_554",0.468206822872162
"265_554",0.295434921979904
"266_554",0.462519556283951
"267_554",0.472450494766235
"268_554",0.487524628639221
"269_554",0.459445774555206
"270_554",0.498398095369339
"271_554",0.470667660236359
"273_554",0.446002990007401
"274_554",0.611469209194183
"276_554",0.465905874967575
"277_554",0.518125653266907
"278_554",0.519010663032532
"279_554",0.479292184114456
"280_554",0.495646923780441
"281_554",0.446005254983902
"282_554",0.490476280450821
"284_554",0.460723668336868
"285_554",0.427612990140915
"286_554",0.513953328132629
"287_554",0.53764420747757
"288_554",0.475958287715912
"289_554",0.603804767131805
"290_554",0.533946394920349
"291_554",0.455253958702087
"292_554",0.506999909877777
"294_554",0.497838169336319
"295_554",0.53439861536026
"296_554",0.542983710765839
"297_554",0.655819892883301
"299_554",0.518999636173248
"300_554",0.382005393505096
"301_554",0.540658891201019
"302_554",0.302510589361191
"304_554",0.557939291000366
"305_554",0.313289999961853
"306_554",0.476914525032043
"307_554",0.410167664289474
"308_554",0.592710554599762
"309_554",0.495408058166504
"310_554",0.521119952201843
"312_554",0.39035776257515
"313_554",0.556185722351074
"314_554",0.393824756145477
"315_554",0.473569810390472
"316_554",0.497062861919403
"317_554",0.544060885906219
"318_554",0.626926839351654
"319_554",0.566967368125916
"320_554",0.521403551101685
"322_554",0.412004023790359
"323_554",0.464574813842773
"324_554",0.317546218633652
"325_554",0.44976332783699
"326_554",0.393298715353012
"327_554",0.545755505561829
"328_554",0.571330726146698
"329_554",0.470331877470016
"331_554",0.539209008216858
"332_554",0.486425787210464
"333_554",0.495116472244263
"334_554",0.757481098175049
"335_554",0.480141341686249
"337_554",0.509783983230591
"339_554",0.49938291311264
"341_554",0.543279111385345
"342_554",0.567797541618347
"343_554",0.396573424339294
"344_554",0.391682207584381
"345_554",0.563725173473358
"346_554",0.526100814342499
"347_554",0.545256018638611
"348_554",0.618314623832703
"349_554",0.426614940166473
"350_554",0.454913079738617
"351_554",0.496987015008926
"352_554",0.463847815990448
"353_554",0.532701849937439
"354_554",0.569697380065918
"356_554",0.484882235527039
"357_554",0.471119672060013
"358_554",0.471120774745941
"360_554",0.430445492267609
"361_554",0.51225471496582
"362_554",0.456156075000763
"363_554",0.460987001657486
"365_554",0.491175055503845
"366_554",0.355854272842407
"367_554",0.737583875656128
"368_554",0.354797303676605
"369_554",0.4388287961483
"371_554",0.494557768106461
"372_554",0.556761801242828
"376_554",0.640037655830383
"377_554",0.510307729244232
"378_554",0.587779521942139
"379_554",0.482734888792038
"380_554",0.613400518894196
"381_554",0.640158236026764
"382_554",0.553191423416138
"383_554",0.552693128585815
"384_554",0.571021914482117
"386_554",0.529813706874847
"387_554",0.597041666507721
"388_554",0.517105042934418
"389_554",0.533460259437561
"390_554",0.59932154417038
"391_554",0.520584642887115
"392_554",0.423981428146362
"393_554",0.590376436710358
"394_554",0.596840381622314
"395_554",0.518008232116699
"396_554",0.553928554058075
"397_554",0.117096856236458
"398_554",0.48047348856926
"399_554",0.474010974168777
"401_554",0.438516765832901
"402_554",0.514494657516479
"403_554",0.574472069740295
"404_554",0.550093054771423
"405_554",0.477959185838699
"406_554",0.487030982971191
"407_554",0.494699418544769
"408_554",0.52935528755188
"409_554",0.328562706708908
"410_554",0.575631976127625
"411_554",0.424984604120255
"414_554",0.594262361526489
"415_554",0.445397138595581
"416_554",0.374817311763763
"417_554",0.494044929742813
"418_554",0.490618407726288
"420_554",0.487176299095154
"421_554",0.46241307258606
"422_554",0.446718364953995
"423_554",0.373322069644928
"425_554",0.510219097137451
"426_554",0.429646015167236
"427_554",0.518660604953766
"428_554",0.683304488658905
"430_554",0.362836927175522
"431_554",0.618329048156738
"433_554",0.331189811229706
"434_554",0.459620952606201
"435_554",0.516707003116608
"436_554",0.496866196393967
"437_554",0.619907915592194
"438_554",0.457280606031418
"439_554",0.582727074623108
"440_554",0.519466459751129
"441_554",0.478312104940414
"442_554",0.682067513465881
"443_554",0.478703558444977
"444_554",0.464848875999451
"445_554",0.287679940462112
"446_554",0.479408860206604
"448_554",0.524531722068787
"450_554",0.435651302337646
"451_554",0.430209368467331
"452_554",0.488249629735947
"453_554",0.480192303657532
"454_554",0.375261962413788
"455_554",0.505669891834259
"456_554",0.521054685115814
"457_554",0.496509075164795
"458_554",0.533925294876099
"459_554",0.540184736251831
"460_554",0.480055183172226
"461_554",0.510896503925323
"462_554",0.43389767408371
"463_554",0.50127500295639
"464_554",0.470013707876205
"465_554",0.430898785591125
"466_554",0.348334103822708
"467_554",0.701194107532501
"468_554",0.440590977668762
"469_554",0.49666291475296
"470_554",0.528755307197571
"471_554",0.444278955459595
"472_554",0.537851274013519
"473_554",0.457687675952911
"475_554",0.486452162265778
"476_554",0.64505136013031
"478_554",0.455919057130814
"479_554",0.429587036371231
"481_554",0.50786155462265
"483_554",0.478779196739197
"484_554",0.517433822154999
"485_554",0.530239939689636
"486_554",0.481587767601013
"487_554",0.753363966941833
"488_554",0.495448559522629
"490_554",0.451237112283707
"491_554",0.46799972653389
"492_554",0.577131509780884
"493_554",0.543122291564941
"494_554",0.493847608566284
"495_554",0.465102940797806
"497_554",0.601525723934174
"498_554",0.51073831319809
"499_554",0.425111174583435
"501_554",0.496918588876724
"502_554",0.510753154754639
"503_554",0.54472815990448
"505_554",0.354227960109711
"506_554",0.518868386745453
"507_554",0.493852257728577
"508_554",0.363247126340866
"509_554",0.541475474834442
"510_554",0.763667106628418
"511_554",0.517855942249298
"512_554",0.142287895083427
"513_554",0.493558436632156
"514_554",0.482778638601303
"515_554",0.497272789478302
"516_554",0.525517582893372
"517_554",0.541299819946289
"518_554",0.521903514862061
"520_554",0.194046676158905
"521_554",0.419435799121857
"522_554",0.446467310190201
"523_554",0.436396896839142
"524_554",0.422523140907288
"525_554",0.591291189193726
"526_554",0.329576164484024
"527_554",0.54261839389801
"528_554",0.50571995973587
"529_554",0.452684819698334
"530_554",0.446057617664337
"531_554",0.500374138355255
"532_554",0.608449220657349
"533_554",0.513669371604919
"534_554",0.469235748052597
"535_554",0.665177583694458
"536_554",0.485482752323151
"537_554",0.519234180450439
"538_554",0.523412764072418
"539_554",0.410519927740097
"540_554",0.469634741544724
"541_554",0.355868816375732
"542_554",0.592372715473175
"543_554",0.665477633476257
"544_554",0.374726593494415
"545_554",0.481860607862473
"546_554",0.492312252521515
"547_554",0.393597036600113
"548_554",0.524894714355469
"549_554",0.39848718047142
"550_554",0.435577780008316
"551_554",0.454342693090439
"552_554",0.527065575122833
"553_554",0.484401762485504
"555_554",0.370491176843643
"556_554",0.514096796512604
"557_554",0.455393016338348
"559_554",0.524843573570251
"560_554",0.423098295927048
"562_554",0.517416954040527
"563_554",0.499652743339539
"564_554",0.513291776180267
"565_554",0.500268399715424
"566_554",0.60895299911499
"567_554",0.585678994655609
"568_554",0.484056830406189
"569_554",0.626999080181122
"570_554",0.529713213443756
"571_554",0.53695023059845
"572_554",0.475316762924194
"573_554",0.472116261720657
"574_554",0.401023745536804
"575_554",0.517498552799225
"576_554",0.540026962757111
"577_554",0.52891880273819
"579_554",0.477185070514679
"580_554",0.546936810016632
"581_554",0.51217132806778
"582_554",0.130936145782471
"583_554",0.516208350658417
"584_554",0.530298113822937
"585_554",0.323329895734787
"586_554",0.587681829929352
"587_554",0.46341747045517
"589_554",0.290198594331741
"590_554",0.466623276472092
"591_554",0.49784779548645
"592_554",0.398071020841599
"593_554",0.305337607860565
"594_554",0.473579972982407
"595_554",0.485682040452957
"596_554",0.504333853721619
"597_554",0.512786328792572
"598_554",0.459110885858536
"599_554",0.553398072719574
"600_554",0.551025569438934
"601_554",0.490678727626801
"602_554",0.505944848060608
"603_554",0.472895056009293
"604_554",0.470022916793823
"605_554",0.517224013805389
"606_554",0.429486185312271
"607_554",0.475153654813766
"608_554",0.52479761838913
"609_554",0.482462584972382
"610_554",0.429712653160095
"611_554",0.591204106807709
"612_554",0.521369814872742
"613_554",0.497060388326645
"614_554",0.591819643974304
"615_554",0.488441646099091
"616_554",0.532711744308472
"617_554",0.469628900289536
"618_554",0.501841425895691
"619_554",0.502830564975739
"620_554",0.472050964832306
"621_554",0.529098689556122
"623_554",0.447672158479691
"624_554",0.455783128738403
"626_554",0.45956739783287
"627_554",0.48385813832283
"628_554",0.475129544734955
"629_554",0.498442798852921
"630_554",0.431770384311676
"631_554",0.572740733623505
"632_554",0.544601202011108
"633_554",0.597478926181793
"634_554",0.683335304260254
"635_554",0.663616955280304
"636_554",0.365132689476013
"637_554",0.542965412139893
"638_554",0.521041572093964
"639_554",0.458427637815475
"640_554",0.568350911140442
"641_554",0.471344351768494
"642_554",0.535410642623901
"643_554",0.52728945016861
"644_554",0.590815126895905
"645_554",0.324894905090332
"646_554",0.325706630945206
"647_554",0.513345062732697
"648_554",0.492688685655594
"649_554",0.6318079829216
"650_554",0.569017887115479
"651_554",0.448603391647339
"652_554",0.544478118419647
"654_554",0.451565235853195
"655_554",0.230213910341263
"656_554",0.585387825965881
"657_554",0.485898047685623
"658_554",0.421598166227341
"659_554",0.471998482942581
"660_554",0.428490579128265
"661_554",0.514662325382233
"662_554",0.504883527755737
"663_554",0.452735722064972
"664_554",0.466154783964157
"665_554",0.482777118682861
"666_554",0.455754488706589
"668_554",0.455824226140976
"669_554",0.464220285415649
"670_554",0.219278275966644
"671_554",0.413775265216827
"672_554",0.485979229211807
"673_554",0.483697831630707
"674_554",0.508746743202209
"676_554",0.0381913408637047
"677_554",0.473854541778564
"678_554",0.536858737468719
"679_554",0.515858352184296
"680_554",0.473681300878525
"682_554",0.347814559936523
"684_554",0.494627296924591
"685_554",0.480735301971436
"686_554",0.459055423736572
"687_554",0.555568218231201
"689_554",0.405328541994095
"690_554",0.536154091358185
"691_554",0.494313210248947
"692_554",0.548525273799896
"693_554",0.463862329721451
"694_554",0.615387082099915
"695_554",0.464319825172424
"696_554",0.520973742008209
"698_554",0.51630687713623
"699_554",0.428774774074554
"700_554",0.560157716274261
"701_554",0.485373705625534
"702_554",0.513628900051117
"703_554",0.585982322692871
"704_554",0.501126170158386
"705_554",0.490365028381348
"706_554",0.684153258800507
"709_554",0.467895895242691
"710_554",0.211607903242111
"711_554",0.530184149742126
"712_554",0.601554751396179
"713_554",0.572483360767365
"714_554",0.519337713718414
"715_554",0.488708764314651
"716_554",0.671145856380463
"717_554",0.509621500968933
"720_554",0.524638295173645
"721_554",0.599539220333099
"722_554",0.615344524383545
"723_554",0.492983728647232
"724_554",0.466839551925659
"725_554",0.433254063129425
"726_554",0.522805452346802
"727_554",0.496063709259033
"728_554",0.55978786945343
"729_554",0.500946879386902
"730_554",0.492551207542419
"731_554",0.480643630027771
"732_554",0.409394174814224
"733_554",0.54900848865509
"734_554",0.605379819869995
"735_554",0.532121479511261
"736_554",0.440767794847488
"737_554",0.409860163927078
"738_554",0.476149350404739
"739_554",0.57638418674469
"741_554",0.565648436546326
"742_554",0.499977350234985
"743_554",0.525145947933197
"744_554",0.462307721376419
"745_554",0.533031761646271
"748_554",0.515542685985565
"749_554",0.413213729858398
"750_554",0.469097703695297
"751_554",0.43440243601799
"752_554",0.578161239624023
"753_554",0.362372100353241
"754_554",0.350202620029449
"755_554",0.491092413663864
"756_554",0.487777769565582
"758_554",0.581035375595093
"759_554",0.448721796274185
"760_554",0.444367557764053
"761_554",0.465006947517395
"762_554",0.58552497625351
"763_554",0.532533764839172
"764_554",0.4032301902771
"765_554",0.530543744564056
"766_554",0.403636127710342
"767_554",0.574664831161499
"768_554",0.576914727687836
"770_554",0.429184824228287
"771_554",0.49189567565918
"772_554",0.473720252513885
"773_554",0.36784964799881
"774_554",0.480297386646271
"775_554",0.393831074237823
"776_554",0.531496465206146
"777_554",0.57146817445755
"778_554",0.474136024713516
"779_554",0.474580109119415
"780_554",0.465550422668457
"781_554",0.221905469894409
"782_554",0.552872836589813
"783_554",0.578239679336548
"784_554",0.410631507635117
"785_554",0.512685239315033
"787_554",0.536329686641693
"788_554",0.545760810375214
"789_554",0.291257202625275
"790_554",0.506791532039642
"791_554",0.324142456054688
"792_554",0.398100793361664
"793_554",0.507384598255157
"794_554",0.537936925888062
"795_554",0.173118487000465
"796_554",0.534657835960388
"797_554",0.684231996536255
"798_554",0.597517788410187
"799_554",0.489202350378036
"800_554",0.505811452865601
"801_554",0.532140076160431
"803_554",0.717454850673676
"804_554",0.483944803476334
"805_554",0.426709800958633
"806_554",0.479083687067032
"807_554",0.632354855537415
"808_554",0.518923938274384
"809_554",0.47388830780983
"810_554",0.409290790557861
"811_554",0.579541802406311
"812_554",0.516206383705139
"813_554",0.476389467716217
"814_554",0.597785830497742
"815_554",0.478724986314774
"816_554",0.499877244234085
"818_554",0.590332984924316
"819_554",0.521444737911224
"821_554",0.461972892284393
"822_554",0.46064481139183
"823_554",0.671190619468689
"824_554",0.533990085124969
"825_554",0.538333296775818
"826_554",0.450755476951599
"827_554",0.405070185661316
"828_554",0.467286318540573
"829_554",0.72550755739212
"830_554",0.466795265674591
"831_554",0.46347764134407
"832_554",0.472711712121964
"833_554",0.519401490688324
"834_554",0.498969942331314
"835_554",0.463064044713974
"836_554",0.519881010055542
"837_554",0.417133420705795
"838_554",0.510626673698425
"839_554",0.546137273311615
"840_554",0.510218977928162
"841_554",0.320245683193207
"842_554",0.480111718177795
"843_554",0.531891226768494
"844_554",0.549156904220581
"845_554",0.419981300830841
"846_554",0.468537330627441
"847_554",0.418118000030518
"848_554",0.488052308559418
"849_554",0.299595683813095
"850_554",0.53009694814682
"851_554",0.517620086669922
"852_554",0.47047433257103
"853_554",0.588653862476349
"854_554",0.507031559944153
"855_554",0.453421205282211
"856_554",0.492438435554504
"857_554",0.479176640510559
"858_554",0.461796432733536
"859_554",0.464462041854858
"860_554",0.452110677957535
"862_554",0.409517645835876
"863_554",0.508521676063538
"864_554",0.48485341668129
"865_554",0.490858912467957
"866_554",0.623832225799561
"867_554",0.58813738822937
"868_554",0.4655941426754
"869_554",0.543616533279419
"871_554",0.497288644313812
"872_554",0.738111257553101
"873_554",0.582266926765442
"874_554",0.515132963657379
"875_554",0.53583163022995
"876_554",0.434665143489838
"877_554",0.575068593025208
"878_554",0.48981037735939
"879_554",0.442803978919983
"880_554",0.493281543254852
"881_554",0.352013289928436
"882_554",0.451893031597137
"883_554",0.440707594156265
"884_554",0.426473796367645
"885_554",0.515538215637207
"886_554",0.424234420061111
"888_554",0.499408930540085
"889_554",0.35807141661644
"891_554",0.361047834157944
"892_554",0.254024416208267
"893_554",0.486150920391083
"894_554",0.530965983867645
"895_554",0.383579939603806
"896_554",0.515138566493988
"897_554",0.339545011520386
"898_554",0.56922847032547
"899_554",0.48522961139679
"900_554",0.489772915840149
"901_554",0.492043882608414
"903_554",0.428524374961853
"904_554",0.565449178218842
"905_554",0.507665574550629
"906_554",0.459145367145538
"907_554",0.535278797149658
"908_554",0.460063278675079
"909_554",0.356254756450653
"910_554",0.694796204566956
"911_554",0.165481925010681
"912_554",0.515623927116394
"913_554",0.680829286575317
"914_554",0.641485750675201
"916_554",0.514571249485016
"917_554",0.463618010282516
"918_554",0.407202512025833
"919_554",0.465415716171265
"920_554",0.520423352718353
"921_554",0.369879305362701
"922_554",0.536527752876282
"924_554",0.539386510848999
"925_554",0.274165868759155
"927_554",0.29583340883255
"928_554",0.659849882125854
"929_554",0.460489481687546
"930_554",0.356045365333557
"931_554",0.37473401427269
"932_554",0.445803076028824
"933_554",0.505554258823395
"934_554",0.454153567552567
"935_554",0.47516605257988
"936_554",0.394796520471573
"937_554",0.422663301229477
"938_554",0.498509973287582
"939_554",0.389838546514511
"941_554",0.50857812166214
"942_554",0.288863718509674
"943_554",0.515804469585419
"944_554",0.604254424571991
"945_554",0.536873340606689
"946_554",0.633048474788666
"948_554",0.574718534946442
"949_554",0.506934642791748
"950_554",0.435290843248367
"951_554",0.505352318286896
"952_554",0.529906392097473
"953_554",0.467132359743118
"955_554",0.495357751846313
"956_554",0.454891204833984
"957_554",0.464569449424744
"958_554",0.387562036514282
"959_554",0.471604466438293
"961_554",0.293558418750763
"962_554",0.508789896965027
"965_554",0.516557335853577
"966_554",0.490239471197128
"968_554",0.405553996562958
"969_554",0.465784102678299
"970_554",0.48967906832695
"971_554",0.317364811897278
"972_554",0.63337916135788
"973_554",0.502420842647552
"974_554",0.572767615318298
"976_554",0.41716593503952
"977_554",0.48728334903717
"978_554",0.517387092113495
"979_554",0.553945243358612
"980_554",0.618911445140839
"981_554",0.444710373878479
"982_554",0.420618891716003
"983_554",0.463410705327988
"985_554",0.352042376995087
"986_554",0.322449058294296
"988_554",0.552426517009735
"989_554",0.41000047326088
"990_554",0.502817273139954
"991_554",0.45814773440361
"992_554",0.599228203296661
"993_554",0.296617299318314
"994_554",0.687760710716248
"995_554",0.669297873973846
"996_554",0.442526042461395
"997_554",0.423076421022415
"998_554",0.548469305038452
"999_554",0.64278119802475
"1000_554",0.516283929347992
"1001_554",0.474357813596725
"1002_554",0.610090494155884
"1004_554",0.452298879623413
"1005_554",0.486035495996475
"1007_554",0.730461776256561
"1008_554",0.546591818332672
"1009_554",0.302586734294891
"1010_554",0.483165323734283
"1011_554",0.586960077285767
"1012_554",0.380957216024399
"1014_554",0.434940010309219
"1015_554",0.532681345939636
"1016_554",0.476573467254639
"1017_554",0.539673626422882
"1018_554",0.458724975585938
"1019_554",0.495273292064667
"1020_554",0.807670176029205
"1021_554",0.436650186777115
"1022_554",0.467060804367065
"1023_554",0.264342963695526
"1024_554",0.54043984413147
"1025_554",0.554793119430542
"1026_554",0.454604953527451
"1027_554",0.524081647396088
"1029_554",0.459342539310455
"1030_554",0.479653388261795
"1032_554",0.688292384147644
"1033_554",0.477455466985703
"1034_554",0.487833142280579
"1035_554",0.536955773830414
"1036_554",0.463822364807129
"1038_554",0.509180128574371
"1039_554",0.457867443561554
"1040_554",0.494091928005219
"1041_554",0.473518431186676
"1042_554",0.19771645963192
"1043_554",0.504006445407867
"1044_554",0.449581682682037
"1045_554",0.465800315141678
"1046_554",0.367882877588272
"1047_554",0.437995046377182
"1049_554",0.390540182590485
"1050_554",0.540428221225739
"1051_554",0.411020666360855
"1052_554",0.434445351362228
"1053_554",0.502359747886658
"1055_554",0.509956896305084
"1056_554",0.427203178405762
"1057_554",0.509824097156525
"1058_554",0.457013756036758
"1059_554",0.513018071651459
"1060_554",0.512131094932556
"1063_554",0.509395360946655
"1065_554",0.432626277208328
"1067_554",0.441319763660431
"1068_554",0.497160315513611
"1069_554",0.538732051849365
"1070_554",0.429574996232986
"1071_554",0.521117091178894
"1072_554",0.56990522146225
"1073_554",0.424189507961273
"1074_554",0.516790688037872
"1075_554",0.507411956787109
"1076_554",0.504448711872101
"1077_554",0.506874978542328
"1078_554",0.479298293590546
"1079_554",0.513369143009186
"1080_554",0.515601336956024
"1082_554",0.527989983558655
"1083_554",0.458417177200317
"1084_554",0.295147448778152
"1085_554",0.486229479312897
"1086_554",0.458200991153717
"1088_554",0.515725314617157
"1089_554",0.531247198581696
"1090_554",0.756880700588226
"1091_554",0.553241908550262
"1092_554",0.569896697998047
"1093_554",0.515361428260803
"1094_554",0.464760482311249
"1095_554",0.48996314406395
"1096_554",0.528691589832306
"1097_554",0.549793422222137
"1098_554",0.466859966516495
"1099_554",0.494340717792511
"1101_554",0.598877668380737
"1102_554",0.596577644348145
"1103_554",0.51826810836792
"1105_554",0.578720271587372
"1106_554",0.535506010055542
"1107_554",0.481329023838043
"1108_554",0.53357720375061
"1109_554",0.468634128570557
"1110_554",0.499912828207016
"1111_554",0.408076971769333
"1112_554",0.485463887453079
"1113_554",0.617758214473724
"1114_554",0.474816828966141
"1115_554",0.43438795208931
"1116_554",0.488448917865753
"1117_554",0.478140830993652
"1118_554",0.508470296859741
"1119_554",0.541688740253448
"1120_554",0.36627259850502
"1121_554",0.485964924097061
"1122_554",0.399080485105515
"1123_554",0.487945467233658
"1124_554",0.478459417819977
"1125_554",0.425892651081085
"1126_554",0.50394070148468
"1127_554",0.39371445775032
"1128_554",0.481734365224838
"1129_554",0.540493369102478
"1130_554",0.467288494110107
"1131_554",0.403242319822311
"1132_554",0.519131720066071
"1133_554",0.538347899913788
"1134_554",0.53296959400177
"1135_554",0.46320903301239
"1136_554",0.557342648506165
"1137_554",0.445425897836685
"1140_554",0.866959273815155
"1141_554",0.521578073501587
"1142_554",0.273197770118713
"1143_554",0.585458755493164
"1144_554",0.424366295337677
"1145_554",0.525689482688904
"1146_554",0.590522050857544
"1147_554",0.533261179924011
"1148_554",0.51592481136322
"1149_554",0.427835822105408
"1150_554",0.690418779850006
"1151_554",0.499384552240372
"1152_554",0.472492754459381
"1153_554",0.510954320430756
"1154_554",0.533847689628601
"1155_554",0.368807315826416
"1157_554",0.5827556848526
"1160_554",0.444837480783463
"1161_554",0.502565979957581
"1162_554",0.521112143993378
"1163_554",0.544699370861053
"1164_554",0.584367156028748
"1165_554",0.501006901264191
"1166_554",0.351772636175156
"1167_554",0.483798086643219
"1168_554",0.527169108390808
"1169_554",0.416156321763992
"1170_554",0.482985258102417
"1171_554",0.45082300901413
"1173_554",0.374227344989777
"1174_554",0.518534898757935
"1175_554",0.462351143360138
"1176_554",0.45049375295639
"1177_554",0.491690963506699
"1178_554",0.479749262332916
"1179_554",0.619195103645325
"1180_554",0.415905028581619
"1181_554",0.269441545009613
"1182_554",0.461987167596817
"1183_554",0.602803111076355
"1184_554",0.416422426700592
"1185_554",0.491611510515213
"1186_554",0.542719066143036
"1187_554",0.469373673200607
"1188_554",0.531885087490082
"1189_554",0.429405897855759
"1190_554",0.419669270515442
"1191_554",0.429061204195023
"1192_554",0.535075068473816
"1193_554",0.643752157688141
"1194_554",0.514183223247528
"1195_554",0.464714288711548
"1196_554",0.530375599861145
"1197_554",0.489966064691544
"1198_554",0.490018427371979
"1200_554",0.333872705698013
"1201_554",0.336801141500473
"1202_554",0.50592029094696
"1203_554",0.323772132396698
